Gene	PM1	PM2	LN1	LN2
ZHX1-C8ORF76	28	24	9	5
ZHX2	2075	1682	755	795
ZHX3	3079	1906	1556	1421
ZIC1	342	373	3	1
ZIC2	146	125	471	479
ZIC3	35	21	2	3
ZIC4	205	246	0	0
ZIC5	168	124	184	168
ZIK1	0	0	30	33
ZIM2	0	0	2	1
ZIM3	0	0	0	0
ZKSCAN1	3270	2023	2184	1504
ZKSCAN2	415	289	403	348
ZKSCAN3	149	148	185	165
ZKSCAN4	172	131	169	140
ZKSCAN5	745	741	582	611
ZMAT1	117	157	78	50
ZMAT2	2773	2608	2110	2295
ZMAT3	881	545	574	439
ZMAT4	0	0	2	1
ZMAT5	223	221	192	208
ZMIZ1	3054	1827	3459	2630
ZMIZ2	2863	2505	1294	1134
ZMPSTE24	2379	1553	2319	2498
ZMYM1	513	416	700	693
ZMYM2	8006	6689	4209	3898
ZMYM3	1606	1456	720	572
ZMYM4	1761	1250	2529	2273
ZMYM5	946	1068	522	528
ZMYM6	420	335	568	565
ZMYM6NB	114	191	4	4
ZMYND10	9	33	73	70
ZMYND11	5215	3915	3368	3167
ZMYND12	25	51	130	127
ZMYND15	15	20	82	103
ZMYND17	22	18	28	18
ZMYND19	1153	953	970	1156
ZMYND8	4569	4041	2082	1785
ZNF10	95	85	216	210
ZNF100	635	508	150	165
ZNF101	200	141	203	156
ZNF107	732	454	885	736
ZNF114	131	114	1	0
ZNF117	308	420	18	32
ZNF12	970	898	1047	860
ZNF121	118	78	370	219
ZNF124	101	87	297	317
ZNF131	992	715	833	837
ZNF132	15	29	262	219
ZNF133	234	204	309	346
ZNF134	116	124	458	411
ZNF135	0	0	2	2
ZNF136	198	189	294	261
ZNF137P	63	59	70	43
ZNF138	344	248	437	430
ZNF14	207	186	313	347
ZNF140	420	485	616	539
ZNF141	157	66	158	124
ZNF142	1093	797	885	679
ZNF143	396	315	1022	971
ZNF146	5148	4085	4853	4517
ZNF148	1901	1237	1445	1285
ZNF154	1	0	7	5
ZNF155	14	8	124	127
ZNF157	9	1	0	0
ZNF16	307	292	321	290
ZNF160	501	456	531	475
ZNF165	284	212	273	242
ZNF167	1	2	3	1
ZNF169	105	72	85	76
ZNF17	115	113	188	211
ZNF174	389	399	338	335
ZNF175	2	0	270	243
ZNF177	0	0	0	0
ZNF18	226	189	256	326
ZNF180	266	262	268	289
ZNF181	142	156	240	244
ZNF182	217	209	101	100
ZNF184	440	350	394	353
ZNF185	1283	1085	139	133
ZNF187	241	279	184	170
ZNF189	359	328	738	706
ZNF19	77	74	92	86
ZNF192	463	237	401	264
ZNF193	239	217	172	177
ZNF195	612	457	1082	1069
ZNF197	373	361	594	494
ZNF2	235	264	243	219
ZNF20	0	0	0	1
ZNF200	415	356	349	373
ZNF202	493	269	704	671
ZNF204P	99	131	134	129
ZNF205	262	270	185	138
ZNF207	4134	3114	4272	4409
ZNF208	1	0	2	3
ZNF211	64	102	327	286
ZNF212	1287	1065	413	508
ZNF213	332	311	287	303
ZNF214	0	0	87	85
ZNF215	1	2	361	339
ZNF217	10163	13864	3213	3092
ZNF219	296	300	221	165
ZNF22	1112	953	5	6
ZNF221	1	2	16	8
ZNF222	5	4	46	50
ZNF223	4	10	66	63
ZNF224	12	14	17	10
ZNF225	15	17	64	53
ZNF226	92	126	203	175
ZNF227	163	184	252	238
ZNF229	4	0	234	188
ZNF23	558	503	245	243
ZNF230	27	23	76	59
ZNF232	357	354	983	1002
ZNF233	5	14	59	68
ZNF234	28	13	141	114
ZNF235	40	37	44	49
ZNF236	442	230	390	293
ZNF238	11	2	354	291
ZNF239	389	362	720	723
ZNF24	3954	3723	3169	2961
ZNF248	391	444	613	492
ZNF25	419	384	295	303
ZNF250	237	250	237	216
ZNF251	641	678	702	671
ZNF252	894	832	1061	1030
ZNF253	375	298	16	13
ZNF254	601	552	364	336
ZNF256	34	29	176	193
ZNF257	0	0	0	1
ZNF259	1023	728	851	954
ZNF26	217	212	276	257
ZNF260	966	822	970	837
ZNF263	1096	875	736	733
ZNF264	78	63	725	608
ZNF266	146	167	1076	1086
ZNF267	752	567	368	359
ZNF268	476	503	748	627
ZNF271	591	555	955	940
ZNF273	192	130	196	198
ZNF274	279	248	684	710
ZNF275	548	433	696	516
ZNF276	828	836	424	362
ZNF277	1480	1677	563	510
ZNF28	398	284	522	455
ZNF280A	1	2	0	1
ZNF280B	0	1	177	141
ZNF280C	298	203	203	165
ZNF280D	884	848	955	889
ZNF281	734	628	596	508
ZNF282	2407	2361	1207	1150
ZNF283	51	46	94	76
ZNF284	0	1	63	64
ZNF285	4	0	80	79
ZNF286A	238	126	337	286
ZNF286B	38	24	67	45
ZNF287	333	338	399	432
ZNF292	970	783	634	453
ZNF295	723	622	1307	1092
ZNF296	35	59	45	38
ZNF3	1508	1115	1409	1275
ZNF30	127	120	277	306
ZNF300	0	0	687	650
ZNF300P1	0	0	74	55
ZNF302	308	272	581	601
ZNF304	342	280	447	447
ZNF311	147	162	1	0
ZNF317	922	711	1243	1078
ZNF318	1638	1459	1156	922
ZNF319	119	147	355	307
ZNF32	654	737	1592	1785
ZNF320	3	3	648	567
ZNF321P	1	0	2	1
ZNF322	97	85	128	118
ZNF323	128	160	89	89
ZNF324	156	108	307	278
ZNF324B	91	89	271	253
ZNF326	744	631	946	890
ZNF329	91	84	254	218
ZNF330	981	812	497	669
ZNF331	506	343	898	764
ZNF333	139	142	115	117
ZNF334	0	0	121	124
ZNF335	929	826	840	683
ZNF337	614	555	497	451
ZNF33A	1433	1137	1003	834
ZNF33B	798	850	878	779
ZNF34	214	228	147	148
ZNF341	128	159	128	140
ZNF343	272	229	459	423
ZNF345	76	117	83	71
ZNF346	655	503	508	490
ZNF347	74	65	67	47
ZNF35	151	99	301	275
ZNF350	61	69	187	166
ZNF354A	1153	901	656	627
ZNF354B	362	317	217	176
ZNF354C	89	81	121	77
ZNF358	331	428	1388	1491
ZNF362	465	590	627	563
ZNF365	9	7	172	164
ZNF366	0	0	1	1
ZNF367	817	789	1021	1083
ZNF37A	820	585	1085	744
ZNF37BP	454	472	567	436
ZNF382	8	8	114	76
ZNF383	135	138	73	62
ZNF384	2158	1795	1475	1320
ZNF385A	1160	1321	753	715
ZNF385B	172	57	232	224
ZNF385C	25	32	21	22
ZNF385D	2	4	0	5
ZNF389	1	3	9	6
ZNF391	96	63	166	130
ZNF394	510	494	316	371
ZNF395	1604	1573	1464	1219
ZNF396	48	77	84	78
ZNF397	491	351	386	339
ZNF398	1894	1447	662	563
ZNF404	3	3	13	19
ZNF407	336	212	320	216
ZNF408	349	367	309	329
ZNF41	251	181	496	388
ZNF410	1931	1681	1297	1404
ZNF414	93	115	244	234
ZNF415	2	2	7	7
ZNF416	35	42	167	192
ZNF417	101	75	141	109
ZNF418	42	49	116	103
ZNF419	48	68	323	316
ZNF420	189	197	287	256
ZNF423	15	13	1	1
ZNF425	381	394	160	143
ZNF426	2	1	314	235
ZNF428	188	235	154	157
ZNF429	341	342	148	131
ZNF43	726	496	33	40
ZNF430	428	417	335	280
ZNF431	389	325	335	248
ZNF432	90	61	195	114
ZNF433	276	322	194	197
ZNF434	582	476	365	314
ZNF436	482	454	228	186
ZNF438	210	190	129	159
ZNF439	3	5	2	1
ZNF44	184	168	354	271
ZNF440	295	202	385	331
ZNF441	76	56	334	268
ZNF442	34	60	36	25
ZNF443	103	127	100	114
ZNF444	352	433	643	657
ZNF445	471	340	915	738
ZNF446	150	254	443	390
ZNF449	236	238	114	96
ZNF45	145	129	329	231
ZNF451	748	565	768	810
ZNF454	0	1	44	28
ZNF460	31	18	84	63
ZNF461	105	164	101	108
ZNF462	499	281	721	524
ZNF467	491	660	208	158
ZNF468	757	622	656	520
ZNF469	6	6	0	1
ZNF470	1	0	343	308
ZNF471	1	3	381	302
ZNF473	575	323	535	533
ZNF474	1	0	3	2
ZNF479	0	0	0	0
ZNF48	723	863	432	481
ZNF480	763	519	1098	966
ZNF483	33	11	61	49
ZNF484	79	54	96	79
ZNF485	289	234	403	357
ZNF486	152	107	2	2
ZNF487P	75	59	15	14
ZNF488	63	17	85	76
ZNF490	177	204	212	194
ZNF491	3	7	0	2
ZNF492	95	87	0	1
ZNF493	210	171	122	114
ZNF496	413	317	326	281
ZNF497	49	71	174	155
ZNF498	688	707	543	492
ZNF500	278	289	258	218
ZNF501	0	0	47	36
ZNF502	0	1	61	48
ZNF503	63	75	245	236
ZNF506	17	9	52	32
ZNF507	1510	930	1373	1141
ZNF510	480	332	544	429
ZNF511	923	880	1853	2130
ZNF512	360	348	494	425
ZNF512B	2754	2933	1663	1546
ZNF513	40	49	606	580
ZNF514	826	788	174	151
ZNF516	163	136	1	1
ZNF517	168	236	100	99
ZNF518A	1525	1025	985	717
ZNF518B	1	2	806	662
ZNF519	218	207	91	75
ZNF521	1	0	0	0
ZNF524	59	93	192	205
ZNF525	473	435	451	366
ZNF526	309	257	258	228
ZNF527	150	163	226	203
ZNF528	0	1	248	185
ZNF529	164	156	372	333
ZNF530	16	27	177	187
ZNF532	0	1	534	394
ZNF534	0	0	1	1
ZNF536	0	2	3	2
ZNF540	9	6	21	29
ZNF541	22	44	2	3
ZNF542	4	3	709	744
ZNF543	122	104	183	191
ZNF544	700	560	1158	1229
ZNF546	34	41	191	157
ZNF547	20	25	75	66
ZNF548	246	238	282	302
ZNF549	20	12	292	287
ZNF550	23	32	124	125
ZNF551	135	120	527	388
ZNF552	216	198	383	338
ZNF554	92	159	141	151
ZNF555	190	192	74	79
ZNF556	1	0	2	1
ZNF557	138	125	383	340
ZNF558	392	531	560	535
ZNF559	2	1	575	555
ZNF559-ZNF177	0	0	2	0
ZNF560	0	0	3	3
ZNF561	696	594	1121	989
ZNF562	649	466	779	728
ZNF563	103	120	113	94
ZNF564	185	140	179	202
ZNF565	69	66	68	66
ZNF566	328	262	312	300
ZNF567	241	224	243	225
ZNF568	83	101	158	150
ZNF569	230	269	164	150
ZNF57	212	194	284	246
ZNF570	108	103	43	45
ZNF571	120	96	110	122
ZNF572	288	260	1	1
ZNF573	68	47	66	68
ZNF574	543	444	290	302
ZNF575	16	19	15	9
ZNF576	308	290	207	234
ZNF577	1	0	64	62
ZNF578	0	0	9	3
ZNF579	64	72	94	92
ZNF580	127	202	277	256
ZNF581	300	433	371	418
ZNF582	0	0	37	29
ZNF583	1	0	209	203
ZNF584	249	243	528	507
ZNF585A	174	194	140	133
ZNF585B	247	221	96	84
ZNF586	88	108	333	332
ZNF587	354	287	554	451
ZNF589	271	227	516	477
ZNF592	2779	1879	1511	1219
ZNF593	274	245	207	196
ZNF594	200	218	84	82
ZNF595	255	253	154	144
ZNF596	110	143	106	117
ZNF597	60	42	44	32
ZNF598	1058	801	1514	1289
ZNF599	64	61	107	106
ZNF600	202	176	160	136
ZNF605	574	498	718	576
ZNF606	17	19	310	287
ZNF607	748	651	339	328
ZNF608	74	28	16	12
