"ID","PM1_raw","PM2_raw","LN1_raw","LN2_raw","logFC_limma","AveExpr_limma","t_limma","P.Value_limma","adj.P.Val_limma","B_limma","baseMean_deseq","baseMeanA_deseq","baseMeanB_deseq","foldChange_deseq","log2FoldChange_deseq","pval_deseq","padj_deseq","baseMean_deseq2","log2FoldChange_deseq2","lfcSE_deseq2","stat_deseq2","pvalue_deseq2","padj_deseq2"
"ABAT",3084,1507,213,199,-3.36615246683815,5.20817385023757,-9.70848847624308,3.61494264158313e-05,0.000306976525058506,2.70639523676713,1228.47841385156,2251.07849231504,205.87833538808,0.0914576440097175,-3.45075243462806,6.68212839669081e-05,0.000243889800411083,1232.03754442833,-3.42891047300928,0.277226329305541,-12.3686320906055,3.86344883205002e-35,1.3088945228916e-33
"ABCA1",3,8,126,85,4.29114611308411,0.400314710069402,7.50908372234125,0.000175658308433106,0.000884776213703778,1.45388851537753,55.555818221135,5.63657288130155,105.475063560968,18.7126230392346,4.22593989721034,4.01222581001681e-10,3.2749646098536e-09,55.3197729174275,4.01532669156915,0.6305922516871,6.36754841314091,1.92073433390995e-10,1.43242999865307e-09
"ABCA12",1201,1942,252,227,-2.64777045378239,5.0674442791349,-8.0675419669764,0.000113670401819522,0.000645957934717147,1.42745621451907,915.42779376188,1591.48740069979,239.368186823971,0.150405329453893,-2.73307240659204,0.000523544066971601,0.00155787102417014,915.943777891775,-2.71423171182043,0.277451934333762,-9.78270963703335,1.33585422062967e-22,2.46623916864372e-21
"ABCA17P",9,6,62,47,2.80925001486895,0.197400527991793,6.53846138661586,0.000400007913386934,0.00160939870789418,0.626461660066428,30.9473695592546,7.4144481758485,54.4802909426607,7.34785511349616,2.87732317937504,0.000343462424313859,0.00106481767858676,30.8405125741931,2.68503478316121,0.683940226080242,3.92583252274767,8.64302786728031e-05,0.000291054277298661
"ABCA4",90,52,5,10,-3.1704208221114,0.342858858388711,-6.27092952485579,0.000510260495019985,0.0019258760166318,0.374550224120939,38.7069226971233,69.92436155046,7.48948384378648,0.107108362203376,-3.22285697578526,1.09579096098615e-05,4.68657738292693e-05,38.8088430337566,-3.04934434335417,0.656390172017755,-4.64562766681962,3.39044021738409e-06,1.45478751580405e-05
"ABCB11",0,0,25,28,5.77352113992651,-2.29727241411858,12.0103664803504,9.39906737545448e-06,0.0001300266607,3.93805306415926,13.2395226494245,0,26.4790452988491,Inf,Inf,7.99142924959686e-05,0.000286345831273531,13.1901947818398,5.23060202590171,1.23862312690654,4.22291648870238,2.4116119506337e-05,9.06127315000781e-05
"ABCB7",288,273,908,861,1.67708582795232,4.78786730232164,10.3166324707347,2.46770207504066e-05,0.000239658128250808,3.10412050463451,581.977092071615,279.991058733405,883.963125409825,3.15711197853463,1.65860543201978,1.6232316437719e-10,1.37663100465408e-09,580.53471151853,1.63928884757909,0.227407174136843,7.20860656134199,5.65273266467456e-13,5.35195715766271e-12
"ABCC2",71,52,8,9,-2.75326612762602,0.378775549131974,-6.93982334161315,0.00028152258536653,0.00123868157462725,0.972684553012388,34.7233658066883,60.9534946197083,8.49323699366821,0.139339623538534,-2.84332252428552,0.000160452556129565,0.000535367591382199,34.7920490429516,-2.69654949170249,0.647228018109937,-4.16630525294173,3.09576116256618e-05,0.000113844197602368
"ABCC4",429,188,4880,4112,3.98235629896481,5.96728580682489,13.0807271710973,5.43719776874849e-06,9.49428875127637e-05,4.73023526872139,2397.7905329734,301.72555716714,4493.85550877966,14.8938510578019,3.89664493031474,4.93402680698483e-44,2.28889503576026e-42,2388.99613337391,3.84615761207918,0.277138403970709,13.8781112865386,8.59797835581118e-44,4.09172999290627e-42
"ABCC5",2632,3522,976,843,-1.72654986173862,6.52547932166847,-7.84082650931976,0.000135218869028426,0.000729619001008373,1.08424034665024,2004.8252775912,3100.60906693765,909.041488244738,0.293181587430034,-1.77013359358991,0.000144788579771183,0.0004895584705237,2005.44093148468,-1.76655356794413,0.230516614684198,-7.66345441244773,1.80997533945019e-14,1.94389674444723e-13
"ABCD3",769,469,1886,1982,1.70142931523161,5.90073884669322,8.48403994108154,8.34959491069758e-05,0.000523665220244156,1.65328647662017,1271.54755059378,610.488582445364,1932.60651874221,3.16567184762242,1.66251171398918,8.98037999573992e-13,9.46817790914488e-12,1268.80538274627,1.64061961057005,0.232129647885287,7.06768663768794,1.57537790914133e-12,1.44118019988597e-11
"ABCG2",263,325,50,63,-2.34284938700287,2.83516601042907,-7.82318670800529,0.000137081466360157,0.000736019586162926,1.50005079202134,176.033047781175,295.618067808262,56.4480277540883,0.190949180381967,-2.38873936744545,1.54693885844837e-08,1.01887118282186e-07,176.192703772714,-2.3595850804825,0.347502305765494,-6.7901278389641,1.12034224865224e-11,9.46922604746276e-11
"ABHD10",837,705,3259,3519,2.15962831893627,6.48240809270438,15.2652683893902,2.00473822583589e-06,5.89850779893407e-05,5.73223407284543,2076.77258413434,767.088389176369,3386.4567790923,4.41468913736053,2.14231185332607,1.33575409813636e-21,2.50873006528525e-20,2071.32757079117,2.12342514606992,0.191419631066856,11.0930375021373,1.35603567776725e-28,3.51529504453786e-27
"ABHD11",2233,2771,990,1128,-1.21366015825947,6.48983517176525,-6.25918813235102,0.000515832961184585,0.00194232882056436,-0.419966903464606,1787.09983487774,2516.05707686352,1058.14259289195,0.420555877933824,-1.24963059532902,0.000274302070377926,0.000868987460380059,1787.34311093862,-1.24978252739543,0.220083642318049,-5.67867068280038,1.35745537079118e-08,8.1047776884471e-08
"ABHD13",720,638,325,311,-1.07028519349577,4.68664862586414,-6.70400306816408,0.00034537478121202,0.00144732936769879,0.186021722241303,497.153503581514,676.503228176373,317.803778986655,0.46977422390629,-1.08996053875897,3.52918736986417e-05,0.000136394614347125,497.3351285143,-1.09184601889587,0.232577172362566,-4.69455367353846,2.67189451940665e-06,1.16735074845128e-05
"ABHD14A",35,22,224,268,3.13235090707603,2.20663627898759,9.92261147935912,3.15277759417751e-05,0.000283261496308382,3.11704536267002,136.959123398806,28.1306117602956,245.787635037316,8.73737255100255,3.12719950655358,2.19353553370409e-13,2.42089088204281e-12,136.556792907284,3.05336718072299,0.388903020518615,7.8512303058259,4.11975628079504e-15,4.63951456799042e-14
"ABHD2",3268,2677,25397,20424,2.96565253715888,8.82927271036879,18.01898475943,6.80885899538198e-07,3.92711855301263e-05,6.88224557538419,12927.9447193023,2955.14683669966,22900.7426019049,7.74944321463252,2.95409265872949,5.8158122657504e-22,1.1225888946248e-20,12883.2270799731,2.93099575174359,0.190894907232164,15.3539756206222,3.33130010199875e-53,2.20654441041778e-51
"ABHD4",207,232,1208,1323,2.55132249907668,4.86819841422003,13.7326941338732,3.97488635568673e-06,8.12581333765001e-05,5.09291018149411,742.324629149923,220.118720488809,1264.53053781104,5.74476598356989,2.52224812503508,9.35610641509264e-23,1.87620940891706e-21,740.161140032718,2.49876306492439,0.230760303388568,10.8283921811146,2.52550763536964e-27,6.14451842680339e-26
